Kaho
SpineRoot 0 3.695743 0.02287035 0.0588199 270.1256 49.811
Spine2 0.08557867 4.034088 0.06121086 354.7004 316.3138 246.9332
HeadRoot 0.5970762 5.302512 0.3870677 289.8777 257.7939 147.2774
Head 0.4762652 5.609382 0.3519333 343.1431 43.40281 281.0727
LShoulder 0.4408243 5.32685 0.4621227 290.9202 61.48533 336.4424
LArmRoot -0.06035693 5.420267 0.8727127 290.7667 60.47314 344.9004
LForearm -0.7889125 5.510204 1.562966 338.9987 104.7681 261.7837
LHand -1.361102 6.903633 1.490924 351.5605 11.55134 291.3004
LHandEff -1.567337 7.399524 1.457979 351.5605 11.55134 291.3004
RShoulder 0.6660701 5.296601 0.2263033 290.7184 59.37615 173.4383
RArmRoot 1.057543 5.270137 -0.2976642 6.614845 183.3576 341.2765
RForearm 0.6840711 6.199947 -0.4039955 350.3654 2.039563 300.24
RHand -0.08270036 7.484416 -0.5948763 337.525 96.25638 264.8625
RHandEff -0.291601 7.979626 -0.6204462 337.525 96.25638 264.8625
Spine1 0 3.695743 0.02287035 354.7004 316.3138 255.4227
LLegRoot -0.297826 3.538522 0.3575133 30.80414 279.5502 262.6186
LShin -0.6861534 3.715346 -0.9712973 31.38498 286.7247 357.2394
LRootFoot -1.18094 3.780663 -2.479466 332.2631 259.9506 260.8017
LToe -1.085937 3.405181 -2.705089 3.683019 252.8314 67.52383
RLegRoot 0.2996123 3.539136 0.3562039 51.91341 295.4318 278.5087
RShin -0.1296908 3.338894 -0.9565812 320.145 34.28639 213.24
RRootFoot 0.6537431 4.00737 -2.166137 26.16485 63.60377 127.4393
RToe 0.5023969 3.924351 -2.579804 317.7884 280.2518 24.9263
SpineRoot 0 3.695743 0.02287035 0.0588199 270.1256 49.811
Spine2 0.08557867 4.034088 0.06121086 354.7004 316.3138 246.9332
HeadRoot 0.5970762 5.302512 0.3870677 289.8777 257.7939 147.2774
Head 0.4762652 5.609382 0.3519333 343.1431 43.40281 281.0727
