ToriTanpo
SpineRoot 0 1.092818 -0.03682304 358.2956 283.5837 354.6281
Spine2 0.009563658 1.289912 -0.03641072 357.383 285.1964 273.8155
HeadRoot 0.02288599 1.756481 -0.06871921 290.0687 42.74005 331.0987
Head 0.04979445 1.871083 -0.04346259 17.23769 12.34048 260.0003
LShoulder -0.03368381 1.752257 -0.06779225 295.4485 284.4772 85.75877
LArmRoot -0.09991185 1.720384 -0.05637387 298.9265 95.00527 284.1005
LForearm -0.5937096 1.991974 0.1005718 306.7563 99.31889 285.6895
LHand -0.9134054 2.248721 0.2751594 18.46048 36.66685 330.0251
LHandEff -1.128588 2.418582 0.5060512 18.46048 36.66685 330.0251
RShoulder 0.07155836 1.747273 -0.09637869 298.0927 107.2319 90.04715
RArmRoot 0.1342124 1.712247 -0.1158757 67.64816 107.0861 16.63871
RForearm 0.679774 1.922189 -0.1385992 289.4485 289.6152 253.6736
RHand 1.101705 2.064589 -0.1559736 6.198318 2.775657 205.1191
RHandEff 1.426647 2.215851 -0.1552805 6.198318 2.775657 205.1191
Spine1 0 1.092818 -0.03682304 357.3504 285.1972 269.1565
LLegRoot -0.1584651 0.9783567 0.000705563 8.943152 13.24203 355.373
LShin -0.2137257 0.5064714 -0.06555439 343.7681 192.6589 94.30565
LRootFoot -0.2766367 0.05809657 -0.1852122 2.437612 109.052 11.52296
LToe -0.2645418 0.03114901 -0.1360334 356.7929 285.5255 168.8183
RLegRoot 0.1512226 0.9688765 -0.07412223 7.456315 13.3392 356.585
RShin 0.1083462 0.4944542 -0.1307344 6.375319 13.38836 87.3714
RRootFoot 0.07542398 0.02952836 -0.1762965 357.321 281.1142 351.4147
RToe 0.08732044 0.002659708 -0.1270262 357.9411 284.6663 168.9359
SpineRoot 0 1.092818 -0.03682304 358.3578 283.145 354.8087
Spine2 0.01004959 1.289884 -0.0355395 357.3628 285.189 272.8646
HeadRoot 0.02558421 1.75684 -0.06041032 290.7196 42.78904 331.0444
Head 0.05340183 1.871016 -0.03422447 17.78902 12.22927 259.637
LShoulder -0.03100557 1.752868 -0.05959882 293.079 285.8517 84.3637
LArmRoot -0.09850809 1.723852 -0.04802568 304.6581 94.21673 282.502
LForearm -0.5684376 2.046248 0.08409701 317.3447 98.87597 281.5512
LHand -0.8469772 2.367361 0.2179158 21.02446 29.45742 315.8801
LHandEff -1.026996 2.600271 0.4223999 21.02446 29.45742 315.8801
RShoulder 0.07423855 1.747845 -0.08817138 295.4196 106.2054 91.37494
RArmRoot 0.1382324 1.715927 -0.1086284 63.85443 109.095 16.16275
RForearm 0.667856 1.960853 -0.1503371 307.6283 284.3185 264.2096
RHand 1.019218 2.231551 -0.1936156 8.321582 3.08795 215.0659
RHandEff 1.313764 2.435304 -0.1796594 8.321582 3.08795 215.0659
Spine1 0 1.092818 -0.03682304 357.2801 285.192 268.8756
LLegRoot -0.1585413 0.9781783 -0.0001709559 8.179044 12.84203 355.0228
LShin -0.2147786 0.5055485 -0.05998946 343.5863 192.2146 93.3528
LRootFoot -0.2694972 0.05709119 -0.1833092 1.529618 108.3142 11.56626
LToe -0.257638 0.0300356 -0.1341322 357.6966 284.7909 168.7192
RLegRoot 0.15172 0.9690439 -0.07262807 7.034184 12.92183 356.3706
RShin 0.1082962 0.4942655 -0.1257288 5.494424 13.01135 86.75224
RRootFoot 0.07236647 0.02885416 -0.1633742 356.8951 281.1831 351.4021
RToe 0.08412443 0.001958907 -0.1140851 357.5168 284.7361 168.8969
SpineRoot 0 1.092818 -0.03682304 358.394 282.8203 354.7982
Spine2 0.0104853 1.289853 -0.03463032 357.2632 285.1266 272.2078
HeadRoot 0.02823837 1.756969 -0.05452427 291.2343 43.22574 330.5235
Head 0.05700293 1.870789 -0.02781804 18.13514 12.04207 259.1911
LShoulder -0.02837058 1.753253 -0.05384565 291.0273 286.8441 83.42634
LArmRoot -0.09684996 1.72674 -0.04200982 307.173 94.18098 281.5989
LForearm -0.5541177 2.070699 0.07975994 321.7697 98.56343 279.2427
LHand -0.8126244 2.416226 0.1910724 4.937751 12.21283 285.9771
LHandEff -0.902775 2.759526 0.2409305 4.937751 12.21283 285.9771
RShoulder 0.07689605 1.74804 -0.08230111 293.3164 105.2558 92.72141
RArmRoot 0.1417915 1.718633 -0.1036612 61.22564 110.5867 15.6667
RForearm 0.6583251 1.98743 -0.1599736 317.7765 284.5309 266.0378
