Kaho
SpineRoot 0 1.231914 0.00762345 357.4516 284.2007 10.10697
Spine2 0.004006558 1.348846 0.004845486 359.2045 283.3057 254.5209
HeadRoot 0.04238607 1.795894 0.1401576 313.2706 42.48147 331.8137
Head 0.09303994 1.879572 0.1916786 36.94957 6.250875 246.101
LShoulder -0.01546705 1.797018 0.132659 285.2411 330.3944 36.78194
LArmRoot -0.2296855 1.762673 0.1559218 308.3609 103.5594 297.94
LForearm -0.4314221 1.945811 0.3523327 25.94017 177.7445 337.1782
LHand 0.03490854 2.121143 0.285345 52.0733 48.69902 227.1452
LHandEff 0.1933393 2.20196 0.2621531 52.0733 48.69902 227.1452
RShoulder 0.0907615 1.795502 0.1075364 285.7267 55.73778 140.6414
RArmRoot 0.2958231 1.757996 0.04308991 31.84857 92.51224 24.85274
RForearm 0.4709321 2.018507 0.1626115 27.09726 175.6024 166.174
RHand -0.01994729 1.911564 0.1797413 61.99958 10.23926 12.69367
RHandEff -0.1983215 1.893061 0.1766004 61.99958 10.23926 12.69367
Spine1 0 1.231914 0.00762345 357.7722 283.6503 270.8587
LLegRoot -0.08842013 1.125091 0.08388371 4.135167 13.5441 358.1154
LShin -0.1255898 0.6614475 0.0752052 358.4206 13.96329 85.46107
LRootFoot -0.1627461 0.1337751 0.09943661 357.2729 249.0879 0.8691696
LToe -0.1371107 0.06985307 0.2320301 359.4818 281.1877 165.1148
RLegRoot 0.1044501 1.116236 0.03507757 0.2321104 13.5975 349.4102
RShin 0.04286925 0.6560809 0.06486178 4.716477 194.4473 99.5405
RRootFoot -0.03140971 0.1356398 0.1283397 359.8199 135.9458 11.18187
RToe -0.01084199 0.07648632 0.263994 345.9351 284.8222 166.3571
SpineRoot 0 1.231914 0.00762345 357.424 284.3696 10.04427
Spine2 0.003879642 1.348851 0.004878245 359.3399 283.3691 254.5891
HeadRoot 0.04125938 1.79608 0.1398739 313.506 41.92316 332.4567
Head 0.0915843 1.879479 0.192162 37.39934 6.326343 246.3766
LShoulder -0.01660481 1.79705 0.1324396 285.1839 330.5786 36.89204
LArmRoot -0.2307044 1.762742 0.1568263 307.1935 103.5722 298.2711
LForearm -0.4349171 1.940405 0.3556928 24.9154 178.4705 337.2258
LHand 0.03060084 2.116884 0.286117 52.19447 51.29605 228.1149
LHandEff 0.1878102 2.198736 0.2586377 52.19447 51.29605 228.1149
RShoulder 0.08959905 1.795792 0.1071987 285.6647 55.92406 140.3913
RArmRoot 0.2947306 1.758232 0.04300687 31.78092 92.39341 24.73746
RForearm 0.469392 2.01916 0.1622734 26.37802 174.8149 165.0724
RHand -0.01954074 1.903151 0.1756734 62.41095 12.17908 15.1502
RHandEff -0.197534 1.881442 0.1715869 62.41095 12.17908 15.1502
Spine1 0 1.231914 0.00762345 357.8352 283.7303 270.8548
LLegRoot -0.08827753 1.125084 0.08403939 4.163161 13.7074 358.0652
LShin -0.1259191 0.6614791 0.07534505 358.4617 14.132 85.38771
LRootFoot -0.163752 0.1338506 0.09948242 357.1669 249.175 0.8999294
