ToriTanpo
SpineRoot 5.080713 0 3.278455 -0.1104691 0.3638235 274.9241 3.002209
Spine2 5.080713 0.002755952 3.870311 -0.1221296 359.2466 276.218 268.0907
HeadRoot 5.080713 0.02727615 5.272656 -0.06734294 290.6302 23.64431 341.9638
Head 5.080713 0.07707065 5.615796 0.03382935 19.32721 4.490446 263.3615
LShoulder 5.080713 -0.1404313 5.258912 -0.09293415 304.6846 285.0468 77.78588
LArmRoot 5.080713 -0.3258737 5.134806 -0.09196807 336.0576 257.9373 85.61798
LForearm 5.080713 -0.9515644 3.535642 -0.4542562 344.0305 258.539 101.3581
LHand 5.080713 -1.357319 2.275455 -0.2678625 358.7077 349.7753 89.22768
LHandEff 5.080713 -1.375887 1.200557 -0.2465725 358.7077 349.7753 89.22768
RShoulder 5.080713 0.1851219 5.254606 -0.1284041 304.1009 87.52219 102.311
RArmRoot 5.080713 0.367534 5.132378 -0.1681329 12.3883 289.7066 181.3994
RForearm 5.080713 0.6875303 3.414654 -0.3327349 347.6507 109.8042 80.1302
RHand 5.080713 1.030217 2.127962 -0.2125648 6.827937 17.92786 72.71119
RHandEff 5.080713 0.6886019 1.108556 -0.2303334 6.827937 17.92786 72.71119
Spine1 5.080713 0 3.278455 -0.1104691 359.6129 276.1966 271.0933
LLegRoot 5.080713 -0.4698115 2.921154 -0.01989881 0.587395 4.87732 358.3486
LShin 5.080713 -0.5128672 1.48281 -0.03964183 359.8635 184.7976 85.38994
LRootFoot 5.080713 -0.4006212 0.08242361 -0.05241195 354.8816 97.89214 11.1118
LToe 5.080713 -0.3829454 0.001543835 0.09846918 4.359942 274.3554 168.7635
RLegRoot 5.080713 0.4828621 2.927226 -0.1019747 355.1683 4.744027 7.163411
RShin 5.080713 0.6706932 1.50368 -0.005462766 352.9683 4.489685 96.43118
RRootFoot 5.080713 0.8409552 0.1180867 0.1526012 6.319045 272.2476 356.2654
RToe 5.080713 0.8647524 0.0525476 0.3099461 6.619419 275.861 174.3407
SpineRoot 5.114204 0 3.278455 -0.1104691 0.3341684 274.8906 3.060691
Spine2 5.114204 0.003035706 3.870283 -0.1234032 359.2288 276.0735 268.1808
HeadRoot 5.114204 0.02761889 5.272711 -0.07079481 290.5629 23.62639 341.8297
Head 5.114204 0.07725786 5.615978 0.03001928 19.24811 4.339128 263.3378
LShoulder 5.114204 -0.1400259 5.258949 -0.09678355 304.653 284.7782 77.94398
LArmRoot 5.114204 -0.3254866 5.134868 -0.09606008 332.6285 258.6213 86.01606
LForearm 5.114204 -1.051088 3.578352 -0.4577584 340.8673 259.4589 103.6235
LHand 5.114204 -1.527378 2.350786 -0.2260743 352.8655 352.3259 88.2854
LHandEff 5.114204 -1.577089 1.284318 -0.09807901 352.8655 352.3259 88.2854
RShoulder 5.114204 0.1856143 5.25454 -0.1314319 304.093 87.50996 102.1869
RArmRoot 5.114204 0.3681161 5.13228 -0.1706455 15.40093 289.1747 181.5292
RForearm 5.114204 0.7757615 3.435581 -0.3580122 344.8728 109.2509 77.92808
RHand 5.114204 1.190052 2.173494 -0.206526 1.445683 17.0599 74.78146
RHandEff 5.114204 0.9125321 1.136261 -0.1487444 1.445683 17.0599 74.78146
Spine1 5.114204 0 3.278455 -0.1104691 359.5757 276.0539 271.214
LLegRoot 5.114204 -0.4700179 2.921452 -0.01979696 0.7361652 4.852727 358.7567
LShin 5.114204 -0.5031725 1.482915 -0.04414969 0.20747 184.8219 88.56595
LRootFoot 5.114204 -0.4677089 0.0784298 -0.04203746 358.7516 96.3067 10.91465
LToe 5.114204 -0.4596141 -0.0015264 0.1101487 0.5093895 272.7774 169.1988
RLegRoot 5.114204 0.4827064 2.927029 -0.1013171 355.2666 4.721831 7.18916
RShin 5.114204 0.670938 1.503373 -0.007226667 353.0418 4.463313 96.46429
RRootFoot 5.114204 0.8417923 0.1176524 0.1490714 6.359481 272.2476 356.2119
RToe 5.114204 0.8656496 0.05197898 0.3063512 6.663126 275.861 174.2898
SpineRoot 5.155363 0 3.278455 -0.1104691 0.3058389 274.854 3.125497
Spine2 5.155363 0.003296646 3.870255 -0.1245894 359.2147 275.9423 268.2574
HeadRoot 5.155363 0.02790831 5.27275 -0.07382485 290.5078 23.60559 341.7129
Head 5.155363 0.0774114 5.616121 0.02670144 19.18264 4.201876 263.3162
LShoulder 5.155363 -0.1396785 5.25897 -0.1001756 304.6219 284.5419 78.07529
LArmRoot 5.155363 -0.3251645 5.134925 -0.09969383 329.4502 259.426 86.47875
LForearm 5.155363 -1.142832 3.622778 -0.4530983 338.876 260.5799 104.915
LHand 5.155363 -1.658463 2.417679 -0.1898301 346.4144 355.4128 85.10896
LHandEff 5.155363 -1.769975 1.376302 0.05369089 346.4144 355.4128 85.10896
RShoulder 5.155363 0.1860391 5.254481 -0.1340783 304.0754 87.48928 102.0942
RArmRoot 5.155363 0.3686399 5.132234 -0.1728688 17.98077 288.55 181.7678
RForearm 5.155363 0.8526502 3.457199 -0.3730215 343.9143 108.3618 76.52678
RHand 5.155363 1.292677 2.207942 -0.1908645 356.0402 15.8784 78.77119
RHandEff 5.155363 1.111208 1.155772 -0.0635225 356.0402 15.8784 78.77119
Spine1 5.155363 0 3.278455 -0.1104691 359.5415 275.9244 271.3266
LLegRoot 5.155363 -0.470218 2.921744 -0.01968342 0.8168176 4.812321 358.6632
LShin 5.155363 -0.5058638 1.4833 -0.04587967 0.6163124 184.8605 91.98711
LRootFoot 5.155363 -0.5531242 0.07929079 -0.0267032 2.284225 96.04983 10.77193
LToe 5.155363 -0.5505587 0.0004000962 0.1262307 356.9923 272.514 169.5589
RLegRoot 5.155363 0.4825608 2.926848 -0.1005945 355.3612 4.696454 7.219165
RShin 5.155363 0.6713028 1.503109 -0.008831697 353.1304 4.434634 96.54086
RRootFoot 5.155363 0.8437712 0.1173388 0.1452454 6.447803 272.2638 356.1527
RToe 5.155363 0.8677897 0.0515306 0.3024443 6.754979 275.8775 174.2363
SpineRoot 5.195288 0 3.278455 -0.1104691 0.2804012 274.8164 3.190467
Spine2 5.195288 0.00353784 3.870227 -0.1256436 359.2024 275.8292 268.3195
HeadRoot 5.195288 0.02819505 5.272775 -0.07637282 290.4736 23.58609 341.6136
Head 5.195288 0.07760968 5.61621 0.02397911 19.13877 4.081902 263.2935
LShoulder 5.195288 -0.1393413 5.258983 -0.1030366 304.5854 284.3445 78.18004
