human_base
SpineRoot 5.107119 3.202687E-16 3.385377 -0.1096806 1.217657 249.6498 2.483248
Spine2 5.107119 -0.008046127 3.93866 -0.2129826 5.618265 255.0531 276.8203
HeadRoot 5.107119 -0.08890962 5.036039 -0.3286166 4.780221 255.0954 341.1925
Head 5.107119 -0.1328762 5.322842 -0.2566777 4.780221 255.0954 252.0601
LShoulder 5.107119 -0.08622494 5.040893 -0.3269073 298.1002 238.5358 100.5757
LArmRoot 5.107119 -0.5164753 4.802438 -0.4793927 346.333 250.2373 113.3425
LForearm 5.107119 -0.8015084 3.909727 -0.2710099 352.082 254.691 143.6569
LHand 5.107119 -1.063775 3.381455 0.4088028 290.5006 9.544652 59.00372
LHandEff 5.107119 -1.232398 3.246362 0.8035383 290.5006 9.544652 59.00372
RShoulder 5.107119 -0.09294655 5.040208 -0.3287017 62.3562 270.025 103.67
RArmRoot 5.107119 0.3504001 4.808028 -0.2071948 20.96967 254.809 119.8158
RForearm 5.107119 0.5326827 3.983936 0.2502388 13.3178 247.1179 149.5508
RHand 5.107119 0.3277915 3.540105 1.005906 45.18096 141.8493 81.45473
RHandEff 5.107119 0.1853817 3.226434 1.295441 45.18096 141.8493 81.45473
Spine1 5.107119 3.202687E-16 3.385377 -0.1096806 3.585873 254.9037 279.9891
LLegRoot 5.107119 -0.2824759 3.294542 -0.2017327 9.623353 250.1344 0.8073334
LShin 5.107119 -0.2253912 1.707821 -0.07247918 348.8181 249.6555 93.76495
LRootFoot 5.107119 -0.5040506 0.3723941 -0.08026616 357.2955 239.8853 82.75354
LToe 5.107119 -0.6197485 0.721476 0.1520712 357.2955 239.8853 255.6378
RLegRoot 5.107119 0.2775482 3.307238 0.005984798 1.271949 250.6378 353.2378
RShin 5.107119 0.5054077 1.73097 -0.02730881 356.2327 250.8187 92.63276
RRootFoot 5.107119 0.4002501 0.3711415 0.002457183 354.1715 242.5677 102.5229
RToe 5.107119 0.3799451 0.7854747 0.1333808 354.1715 242.5677 275.4071
SpineRoot 5.184715 3.202687E-16 3.385377 -0.1096806 1.166504 249.8482 2.411095
Spine2 5.184715 -0.007226619 3.938825 -0.2121606 5.321947 255.1565 276.9875
HeadRoot 5.184715 -0.08196259 5.036479 -0.3292986 4.744737 255.1868 340.7855
Head 5.184715 -0.1261183 5.322717 -0.2552574 4.744737 255.1868 251.6531
LShoulder 5.184715 -0.07924747 5.041319 -0.3276007 298.0058 238.2585 101.0603
LArmRoot 5.184715 -0.5107253 4.803985 -0.478355 344.9536 249.7697 112.8127
LForearm 5.184715 -0.8152813 3.913719 -0.2878982 353.0265 255.571 138.0386
LHand 5.184715 -1.052798 3.316403 0.3420222 295.1038 2.635506 67.61746
LHandEff 5.184715 -1.206646 3.13987 0.7262965 295.1038 2.635506 67.61746
RShoulder 5.184715 -0.08597564 5.04067 -0.3293838 62.35606 270.4273 104.0493
RArmRoot 5.184715 0.3575139 4.808868 -0.2076773 20.49233 254.469 120.7145
RForearm 5.184715 0.5246718 3.988225 0.2615812 10.34347 244.9053 143.9846
