Kaho
SpineRoot 5.076914 0 3.695743 0.02287035 1.401287 275.9403 0.4047772
Spine2 5.076914 -0.003402004 4.046826 0.02305774 0.4740547 280.8562 266.1695
HeadRoot 5.076914 0.01198467 5.44554 0.1647352 292.0287 26.84418 343.8246
Head 5.076914 0.06559265 5.75848 0.2606184 20.87581 9.497761 263.5793
LShoulder 5.076914 -0.1601888 5.432776 0.1358623 304.0956 273.3245 86.95705
LArmRoot 5.076914 -0.7026001 5.066344 0.1325625 342.2984 273.2109 90.29515
LForearm 5.076914 -0.9913942 4.101294 0.1079 354.9888 275.3019 105.9873
LHand 5.076914 -1.079107 2.657106 0.5331795 342.0188 7.050558 77.60449
LHandEff 5.076914 -1.173823 2.157241 0.7083653 342.0188 7.050558 77.60449
RShoulder 5.076914 0.1614468 5.435486 0.07417987 303.6508 107.6576 91.90777
RArmRoot 5.076914 0.6737803 5.072957 -0.111778 9.516592 285.5082 184.237
RForearm 5.076914 0.8227692 4.076465 -0.1235473 359.2399 103.8907 75.06564
RHand 5.076914 0.9348356 2.619476 0.2490914 346.4662 13.72107 99.60375
RHandEff 5.076914 1.051492 2.103673 0.3484111 346.4662 13.72107 99.60375
Spine1 5.076914 0 3.695743 0.02287035 0.5510152 280.8453 270.0744
LLegRoot 5.076914 -0.2782148 3.332829 0.1505219 4.80029 4.837673 348.9318
LShin 5.076914 -0.6055241 1.976628 0.1132816 0.2592569 5.896535 76.14175
LRootFoot 5.076914 -0.9847307 0.434285 0.1454296 347.7615 239.1114 4.502094
LToe 5.076914 -1.009129 0.231488 0.5444239 349.5217 271.8846 163.0515
RLegRoot 5.076914 0.3158394 3.34744 0.08871002 357.5815 5.894616 6.807961
RShin 5.076914 0.54698 1.973629 0.1724895 7.461258 185.1292 80.91977
RRootFoot 5.076914 0.8148966 0.4182183 0.3529639 345.1786 131.9903 358.6301
RToe 5.076914 0.8938681 0.2562862 0.7634027 4.920712 278.9796 169.1854
SpineRoot 5.123511 0 3.695743 0.02287035 1.394278 275.8263 0.3735558
Spine2 5.123511 -0.003395732 4.046826 0.02312816 0.4489837 280.6769 266.1438
HeadRoot 5.123511 0.01226555 5.445482 0.1653556 292.0305 26.49899 343.991
Head 5.123511 0.06525318 5.758423 0.2615784 20.89606 9.329342 263.6425
LShoulder 5.123511 -0.1598234 5.432816 0.1359402 304.0039 273.1832 86.91635
LArmRoot 5.123511 -0.7028152 5.067266 0.1308704 342.3642 273.0591 90.31584
LForearm 5.123511 -0.9904208 4.101872 0.1057468 354.9364 275.1312 105.9871
LHand 5.123511 -1.080717 2.657799 0.5308755 342.0307 6.89164 77.66383
LHandEff 5.123511 -1.175387 2.157787 0.7056656 342.0307 6.89164 77.66383
RShoulder 5.123511 0.1620048 5.435383 0.07526428 303.6063 107.4543 91.98213
RArmRoot 5.123511 0.6749858 5.073293 -0.1097611 9.501364 285.3189 184.2814
RForearm 5.123511 0.8239598 4.076784 -0.1202151 359.2022 103.7092 75.07539
RHand 5.123511 0.9357176 2.619742 0.2523085 346.5537 13.53609 99.4846
RHandEff 5.123511 1.050806 2.103568 0.351538 346.5537 13.53609 99.4846
Spine1 5.123511 0 3.695743 0.02287035 0.5523711 280.6622 270.0612
LLegRoot 5.123511 -0.2785308 3.332811 0.1497796 4.7537 4.796598 349.7034
LShin 5.123511 -0.5875133 1.972346 0.1115242 0.2068316 5.69219 78.4241
LRootFoot 5.123511 -0.9052764 0.4160674 0.1375515 349.703 239.4819 3.034605
LToe 5.123511 -0.9205283 0.2107253 0.5356975 351.9328 271.9952 162.8846
RLegRoot 5.123511 0.315647 3.347349 0.08914973 357.6658 5.787249 6.779308
RShin 5.123511 0.5457415 1.973271 0.1714251 7.4158 185.0164 80.93707
RRootFoot 5.123511 0.8127236 0.4176247 0.3512481 345.1665 131.827 358.6942
RToe 5.123511 0.8905514 0.2552602 0.7617345 4.897208 278.8277 169.1266
SpineRoot 5.175924 0 3.695743 0.02287035 1.381239 275.7255 0.3460684
Spine2 5.175924 -0.003341465 4.046827 0.02325796 0.4271111 280.5111 266.1115
HeadRoot 5.175924 0.01257816 5.445405 0.1662107 292.0333 26.19 344.1351
Head 5.175924 0.06501287 5.758346 0.2627394 20.91459 9.173332 263.697
LShoulder 5.175924 -0.1594311 5.432837 0.136292 303.9292 273.0694 86.86732
LArmRoot 5.175924 -0.7028915 5.068009 0.129609 342.4164 272.9229 90.31454
LForearm 5.175924 -0.9895597 4.102357 0.1037343 354.8813 274.9741 105.9737
LHand 5.175924 -1.082442 2.658311 0.5283977 342.0784 6.741795 77.75269
LHandEff 5.175924 -1.1768 2.157995 0.7024851 342.0784 6.741795 77.75269
RShoulder 5.175924 0.1625723 5.435278 0.0765475 303.5625 107.2573 92.07008
RArmRoot 5.175924 0.6761243 5.073625 -0.1077464 9.48805 285.1549 184.2988
RForearm 5.175924 0.8249826 4.07709 -0.1174181 359.1652 103.554 75.07699
RHand 5.175924 0.9366377 2.620051 0.2551461 346.6515 13.37865 99.36221
RHandEff 5.175924 1.050156 2.103485 0.354139 346.6515 13.37865 99.36221
Spine1 5.175924 0 3.695743 0.02287035 0.5476973 280.4939 270.0371
LLegRoot 5.175924 -0.2788519 3.332831 0.1491273 4.678879 4.738719 350.0817
LShin 5.175924 -0.5786992 1.970307 0.1114263 0.1088289 5.585455 79.14804
LRootFoot 5.175924 -0.8766563 0.4101178 0.1375873 350.3157 239.3976 2.665576
LToe 5.175924 -0.8903843 0.2045857 0.5356908 352.6449 271.8439 162.9073
RLegRoot 5.175924 0.3154351 3.347232 0.08954325 357.7409 5.692628 6.750453
RShin 5.175924 0.5445249 1.972907 0.170479 7.37245 184.918 80.95735
RRootFoot 5.175924 0.810544 0.4170198 0.3496467 345.1594 131.672 358.7592
RToe 5.175924 0.8872766 0.2542363 0.7601733 4.868895 278.6845 169.0699
SpineRoot 5.221158 0 3.695743 0.02287035 1.363537 275.6344 0.3213321
Spine2 5.221158 -0.003246037 4.046827 0.02342627 0.4021905 280.3637 266.0706
HeadRoot 5.221158 0.01308431 5.445308 0.1672909 292.0309 25.8886 344.2902
Head 5.221158 0.06496184 5.758256 0.2640906 20.92922 9.037259 263.7573
LShoulder 5.221158 -0.1588546 5.432854 0.1369229 303.8528 272.9844 86.80221
LArmRoot 5.221158 -0.7027952 5.068773 0.1287161 342.4601 272.8023 90.2967
LForearm 5.221158 -0.9886833 4.102916 0.1018888 354.8285 274.8319 105.953
LHand 5.221158 -1.084004 2.658841 0.5259113 342.1802 6.59733 77.8928
LHandEff 5.221158 -1.177616 2.157973 0.6988133 342.1802 6.59733 77.8928
RShoulder 5.221158 0.1633025 5.435153 0.07800671 303.5184 107.0691 92.1777
RArmRoot 5.221158 0.6773266 5.073944 -0.1058435 9.471871 285.0174 184.2977
RForearm 5.221158 0.8259314 4.077368 -0.1151019 359.1367 103.4254 75.07358
RHand 5.221158 0.9374747 2.620363 0.2576284 346.7606 13.25059 99.24058
RHandEff 5.221158 1.049458 2.103385 0.3562168 346.7606 13.25059 99.24058
Spine1 5.221158 0 3.695743 0.02287035 0.5374072 280.3444 270.0059
LLegRoot 5.221158 -0.2791778 3.332878 0.1485421 4.609368 4.67855 350.328
LShin 5.221158 -0.5730172 1.969025 0.1115949 0.04152542 5.496898 79.50579
LRootFoot 5.221158 -0.8611364 0.4069968 0.1381845 350.6269 239.3175 2.49441
LToe 5.221158 -0.8743492 0.2014744 0.5363104 352.998 271.7323 162.9318
RLegRoot 5.221158 0.3152075 3.347095 0.08990199 357.8059 5.607152 6.721047
RShin 5.221158 0.5433211 1.972541 0.1697023 7.330979 184.8307 80.98397
RRootFoot 5.221158 0.8082474 0.4163939 0.348229 345.1595 131.5206 358.8283
RToe 5.221158 0.8838963 0.2531938 0.7587913 4.832458 278.5461 169.0137
SpineRoot 5.277331 0 3.695743 0.02287035 1.34558 275.5493 0.3000937
Spine2 5.277331 -0.003138048 4.046827 0.02360848 0.384172 280.2338 266.0305
HeadRoot 5.277331 0.0134733 5.44521 0.1683947 292.0493 25.64293 344.4072
Head 5.277331 0.06494644 5.758127 0.2655133 20.95958 8.914066 263.7966
LShoulder 5.277331 -0.1584018 5.43285 0.1376299 303.7869 272.9178 86.73747
LArmRoot 5.277331 -0.7027528 5.069417 0.1280729 342.5015 272.6978 90.27281
LForearm 5.277331 -0.987909 4.10337 0.1002717 354.798 274.7083 105.9223
LHand 5.277331 -1.084991 2.659144 0.5233799 342.3115 6.460912 78.05654
LHandEff 5.277331 -1.177639 2.157604 0.6948454 342.3115 6.460912 78.05654
RShoulder 5.277331 0.1638887 5.435046 0.07944429 303.4745 106.8965 92.27846
RArmRoot 5.277331 0.6783584 5.074279 -0.1040274 9.463096 284.8987 184.2827
RForearm 5.277331 0.8267678 4.077674 -0.1131947 359.1122 103.3149 75.07417
RHand 5.277331 0.9381958 2.620674 0.2595916 346.8597 13.14054 99.12086
RHandEff 5.277331 1.048715 2.103312 0.3578158 346.8597 13.14054 99.12086
Spine1 5.277331 0 3.695743 0.02287035 0.5253462 280.2134 269.9723
LLegRoot 5.277331 -0.2794891 3.332933 0.1480071 4.54725 4.617065 350.5028
LShin 5.277331 -0.5690238 1.96814 0.1118139 -0.00472393 5.414808 79.71893
LRootFoot 5.277331 -0.8512751 0.4050453 0.1386975 350.8231 239.2627 2.390739
LToe 5.277331 -0.8641922 0.199557 0.536851 353.2185 271.6586 162.9507
RLegRoot 5.277331 0.3149869 3.346962 0.09024904 357.8543 5.523667 6.566042
RShin 5.277331 0.5391644 1.971736 0.1696069 7.199326 184.8016 81.49748
RRootFoot 5.277331 0.7897009 0.4129813 0.3461531 345.5463 130.9298 359.3693
RToe 5.277331 0.8602744 0.2479758 0.7568973 4.223372 278.0739 168.7838
SpineRoot 5.341275 0 3.695743 0.02287035 1.326752 275.471 0.2821396
Spine2 5.341275 -0.003014241 4.046828 0.02379982 0.3648592 280.1219 265.9897
HeadRoot 5.341275 0.01395398 5.445109 0.1695157 292.0862 25.43211 344.5067
Head 5.341275 0.0651282 5.757959 0.2670101 21.0056 8.805179 263.8237
LShoulder 5.341275 -0.1578664 5.432848 0.138408 303.7243 272.8725 86.67417
LArmRoot 5.341275 -0.7026078 5.070031 0.1277175 342.5378 272.6121 90.24136
LForearm 5.341275 -0.9871288 4.103827 0.09890995 354.776 274.6045 105.8845
LHand 5.341275 -1.085633 2.65938 0.5209324 342.4713 6.337914 78.23857
LHandEff 5.341275 -1.177128 2.157061 0.6907284 342.4713 6.337914 78.23857
RShoulder 5.341275 0.1645378 5.434934 0.08085205 303.4375 106.7397 92.37965
RArmRoot 5.341275 0.6793607 5.074546 -0.102373 9.458391 284.8024 184.2549
RForearm 5.341275 0.8275836 4.077914 -0.1117432 359.0934 103.2258 75.07665
RHand 5.341275 0.9388815 2.620905 0.2610453 346.962 13.05317 98.99612
