ToriTanpo
SpineRoot 5.075941 0 3.278455 -0.1104691 358.9985 250.247 3.095794
Spine2 5.075941 0.002250953 3.870387 -0.1174707 0.344831 252.5103 268.3428
HeadRoot 5.075941 -0.0211131 5.273066 -0.07141317 293.2725 324.386 18.81806
Head 5.075941 -0.1001582 5.610619 0.02992459 21.71564 344.7022 277.8848
LShoulder 5.075941 -0.164118 5.255989 -0.1621193 305.1536 260.465 83.41597
LArmRoot 5.075941 -0.3386158 5.128358 -0.2173739 355.4669 248.1286 99.59793
LForearm 5.075941 -0.5232932 3.389145 -0.07212822 4.593464 250.7146 110.3086
LHand 5.075941 -0.581769 2.139326 0.3990227 353.5967 339.8467 89.96291
LHandEff 5.075941 -0.6237395 1.070764 0.5113619 353.5967 339.8467 89.96291
RShoulder 5.075941 0.148244 5.25796 -0.06369362 308.1051 64.38232 96.81018
RArmRoot 5.075941 0.3168929 5.12123 -0.01217146 15.40719 254.4319 190.162
RForearm 5.075941 0.6845832 3.437508 0.3194144 356.5876 71.27579 72.92731
RHand 5.075941 0.6306281 2.161734 0.7155704 343.9164 340.4871 85.05761
RHandEff 5.075941 0.4441776 1.132392 0.9643661 343.9164 340.4871 85.05761
Spine1 5.075941 0 3.278455 -0.1104691 -0.004391812 252.5311 270.7119
LLegRoot 5.075941 -0.4727992 2.932676 -0.2266047 2.526541 340.2165 359.2923
LShin 5.075941 -0.4649158 1.495461 -0.3002967 320.1374 169.0991 63.10867
LRootFoot 5.075941 0.3109488 0.5336695 -0.9687523 347.8122 50.00842 331.0915
LToe 5.075941 0.1893726 0.5668496 -0.8515457 13.86179 226.7307 208.3372
RLegRoot 5.075941 0.4270194 2.915962 0.09651665 2.654518 340.4961 5.70365
RShin 5.075941 0.586605 1.485897 0.07358479 1.384726 340.4456 92.26066
RRootFoot 5.075941 0.6501819 0.08246586 0.06016544 1.474697 245.6419 355.0107
RToe 5.075941 0.5965956 0.01222774 0.2078621 1.863107 249.2254 172.7832
SpineRoot 5.103052 0 3.278455 -0.1104691 359.035 250.3074 2.935087
