ChoukaiSan
SpineRoot 0 4.518327 -0.1523681 352.149 246.888 351.7143
Spine2 0.05144585 5.099641 -0.1093857 355.3455 248.9561 275.5089
HeadRoot 0.1913665 6.742733 -0.1005151 298.3053 275.0406 67.4314
Head -0.03668814 7.185677 -0.1055427 10.32846 344.8626 296.4278
LShoulder -0.03948595 6.73367 -0.265124 303.2707 238.8896 102.3061
LArmRoot -1.555829 5.729675 -0.7139165 302.6653 238.781 104.1833
LForearm -2.980133 4.818272 -1.131055 291.644 222.3755 143.5968
LHand -4.435311 4.48866 -0.9278311 343.8107 359.8868 20.56132
LHandEff -5.395154 4.142966 -0.8293647 343.8107 359.8868 20.56132
RShoulder 0.4682756 6.689376 -0.06976571 315.5319 76.30148 80.98093
RArmRoot 1.65782 5.369142 0.5224206 42.14421 256.0564 186.273
RForearm 2.758367 4.086827 0.9440437 309.8239 78.68138 71.66631
RHand 3.741845 3.171407 1.623945 351.6269 338.5205 144.9129
RHandEff 4.49087 2.588531 2.010879 351.6269 338.5205 144.9129
Spine1 0 4.518327 -0.1523681 353.7777 249.1386 267.8607
LLegRoot -1.845142 4.174157 -0.8613843 355.2583 337.3042 353.7843
LShin -2.092623 2.315228 -0.7703565 0.691646 336.6016 88.48419
LRootFoot -2.116562 1.087196 -0.7968683 18.71424 202.4116 64.70027
LToe -2.563566 1.459587 -0.5501171 3.192896 211.231 224.9892
RLegRoot 1.63502 3.6524 0.6238948 5.234303 336.0993 358.4159
RShin 1.637508 1.781582 0.4651989 354.9317 156.6059 101.6373
RRootFoot 1.452269 0.5829883 0.2692373 14.22609 181.362 319.6108
RToe 2.02587 0.8197514 0.3888187 356.7062 346.8914 210.8603
SpineRoot 0 4.518327 -0.1523681 352.1759 247.2618 351.6399
Spine2 0.05053502 5.0997 -0.1091133 355.5488 249.255 275.4861
HeadRoot 0.1848169 6.743272 -0.1024241 298.3049 274.9527 67.82413
Head -0.0433834 7.186137 -0.1078593 10.15332 345.132 296.4921
LShoulder -0.04685318 6.733264 -0.2658253 303.0359 238.9315 102.2856
LArmRoot -1.566803 5.73547 -0.7162461 299.5938 237.973 103.3817
LForearm -3.015924 4.899676 -1.200806 289.0403 221.0247 142.9846
LHand -4.485502 4.603931 -1.058106 346.7903 351.5488 4.015289
LHandEff -5.499234 4.53406 -1.192147 346.7903 351.5488 4.015289
RShoulder 0.4620645 6.690901 -0.07306413 315.081 76.84231 81.11807
RArmRoot 1.668713 5.380414 0.5060238 45.34761 256.8371 186.2523
RForearm 2.843076 4.165431 0.9279119 303.1165 80.97419 71.74731
RHand 3.952012 3.384132 1.58161 351.1614 337.0677 151.2578
RHandEff 4.750138 2.897122 2.001509 351.1614 337.0677 151.2578
Spine1 0 4.518327 -0.1523681 353.8639 249.4528 267.7703
LLegRoot -1.849284 4.173138 -0.850006 355.2503 337.6897 353.669
LShin -2.09971 2.314625 -0.7585304 0.8778418 336.9677 89.17513
LRootFoot -2.108624 1.086344 -0.7827703 30.41537 195.7904 82.67222
LToe -2.49825 1.583626 -0.7661431 13.00319 199.5691 242.6811
RLegRoot 1.64072 3.653156 0.6126322 5.250137 336.4694 358.5229
RShin 1.645607 1.782266 0.4548399 356.1009 157.2234 103.9324
RRootFoot 1.404259 0.5926175 0.2655613 16.92156 182.0399 321.0775
RToe 1.983831 0.8213473 0.3711682 353.7413 347.2327 210.172
SpineRoot 0 4.518327 -0.1523681 352.2136 247.638 351.591
Spine2 0.0494477 5.099763 -0.1086993 355.7054 249.6769 275.3955
HeadRoot 0.1786608 6.743742 -0.1021151 298.2945 275.1508 68.02728
Head -0.0495583 7.186605 -0.1067977 10.05915 345.5129 296.5152
LShoulder -0.05415444 6.733095 -0.2638396 302.6218 239.0906 102.188
LArmRoot -1.58039 5.746054 -0.7166923 297.0096 237.5171 102.3689
LForearm -3.044464 4.975338 -1.260552 286.2627 218.529 143.316
LHand -4.527081 4.723418 -1.183912 348.1089 351.4098 357.4794
LHandEff -5.538154 4.767526 -1.34604 348.1089 351.4098 357.4794
RShoulder 0.4562755 6.692219 -0.0747912 314.5706 77.48573 81.36739
RArmRoot 1.683305 5.392554 0.4855557 48.35533 257.7021 186.3614
RForearm 2.923617 4.24447 0.9060674 297.6625 83.51662 70.59081
RHand 4.116974 3.585105 1.545306 351.8902 337.6436 155.0561
RHandEff 4.953263 3.15718 1.955187 351.8902 337.6436 155.0561
Spine1 0 4.518327 -0.1523681 353.967 249.8841 267.6495
LLegRoot -1.853425 4.171779 -0.838246 355.2709 338.0698 353.6055
LShin -2.104902 2.31342 -0.746523 0.9997411 337.3393 89.64637
LRootFoot -2.103642 1.085079 -0.7692249 34.19081 193.9494 87.24813
LToe -2.467437 1.599143 -0.8218125 16.56385 196.3544 246.8857
RLegRoot 1.646424 3.654286 0.6015732 5.221093 336.8483 358.622
RShin 1.652882 1.783224 0.4458915 357.012 157.7478 104.5137
RRootFoot 1.391401 0.5954952 0.2719185 15.76586 184.9961 322.5922
RToe 1.981004 0.8069334 0.3557982 354.4834 349.9381 208.4608
SpineRoot 0 4.518327 -0.1523681 352.2744 247.9727 351.5656
Spine2 0.04848734 5.099797 -0.108085 355.8282 250.1532 275.2511
HeadRoot 0.1730324 6.744129 -0.09986055 298.292 275.5262 68.08891
Head -0.0552176 7.18699 -0.1030582 10.03078 345.9439 296.5227
LShoulder -0.06105848 6.733072 -0.2597052 302.2312 239.3943 101.963
LArmRoot -1.592889 5.755744 -0.7147247 294.7158 237.3629 101.2026
LForearm -3.066454 5.044126 -1.31097 284.0744 217.0356 143.1602
LHand -4.555938 4.824568 -1.28419 349.4379 354.1637 357.897
LHandEff -5.574176 4.861543 -1.3952 349.4379 354.1637 357.897
RShoulder 0.4510067 6.693363 -0.0748777 314.0651 78.11293 81.67782
RArmRoot 1.698385 5.404346 0.4647526 51.57969 258.572 186.4559
RForearm 3.005459 4.331431 0.881538 293.9833 85.47693 69.44327
RHand 4.247957 3.758334 1.510225 352.4529 337.9307 162.0207
RHandEff 5.135804 3.444705 1.915027 352.4529 337.9307 162.0207
Spine1 0 4.518327 -0.1523681 354.0554 250.369 267.5103
LLegRoot -1.856959 4.16965 -0.8275219 355.3104 338.4031 353.5794
LShin -2.108214 2.311259 -0.7358466 1.088717 337.6703 89.97994
LRootFoot -2.099743 1.082929 -0.7576028 36.17196 193.1572 89.43874
LToe -2.44953 1.602095 -0.8441405 18.47903 194.8873 248.837
RLegRoot 1.651747 3.656178 0.5920345 5.157988 337.1924 358.6993
RShin 1.658809 1.784884 0.4391925 357.2277 158.099 104.2959
RRootFoot 1.398815 0.5957694 0.2726094 15.66657 183.9995 322.8548
